Y,Z
-0.157168352197168,0.2699000099409
-0.15647407255599913,0.2699000051399191
-0.15545404583871367,0.2699001665499198
-0.15436938832991462,0.26990074013762655
-0.1532837881374708,0.26990110403549533
-0.15220342239351853,0.26990020704830964
-0.1511280508560099,0.26990018178868747
-0.15005715686156273,0.2699065578332944
-0.14899048029080142,0.26991772510691847
-0.14792865174539252,0.26991407079841934
-0.14687267660995373,0.26986923177750505
-0.14582283549955158,0.2697788677801624
-0.1447775740333851,0.2696754872937097
-0.14373434469794164,0.26960341565069873
-0.14269260128459105,0.2695796155091444
-0.1416633691444869,0.2696100826967106
-0.1406846951520159,0.2697583743899423
-0.13981272622696697,0.2701353809500985
-0.13907235529879805,0.2707693971335088
-0.13842485981561364,0.2715605532230415
-0.13782535838701918,0.27240827218445546
-0.13729306720555692,0.27329422348705446
-0.1368761977518196,0.2742334923426976
-0.1366025395327214,0.27522641907303425
-0.13644587343734277,0.2762521038461457
-0.13636605614229524,0.2772884138456329
-0.13639484436772595,0.27832557196744145
-0.13658595961574724,0.2793415069065542
-0.13696219011043004,0.2803078734296458
-0.13749397425524262,0.2812183655308675
-0.13812471940983317,0.2820791556245151
-0.13881882577808802,0.28289161724095535
-0.1395476583878776,0.2836645151382314
-0.14029516387527755,0.28440455764688855
-0.1410686043449881,0.28510645500210163
-0.14188566707790534,0.2857538114786102
-0.1427623162034614,0.2863186066991395
-0.14370194029074165,0.28677603853693867
-0.1446928753005646,0.2871210915031626
-0.14571872738563701,0.2873710426716563
-0.14676457168297133,0.2875587527948708
-0.1478192277343225,0.2877066809112632
-0.14887615031846102,0.2878207249460566
-0.14993090247841986,0.287915605055658
-0.1509798887751832,0.28801429232494463
-0.15201973626491486,0.2881142424157257
-0.1530404983930541,0.28816711739926726
-0.1540146268087436,0.28809567196877434
-0.15490031928160192,0.28782495674359576
-0.15566292493676767,0.2873178285707507
-0.15629660047150085,0.2865968313070936
-0.15682034965437164,0.28572480124464794
-0.1572643158779854,0.2847698536318353
-0.15765709510113052,0.2837780359131843
-0.15801877063044945,0.2827718165696219
-0.1583598382260136,0.2817590125322577
-0.15868384440110378,0.28074227832040805
-0.15898898260022895,0.2797229208565958
-0.15926881652009342,0.278701116386541
-0.15951454031852733,0.2776760786053075
-0.15971839905914942,0.2766467469013201
-0.1598773110513123,0.2756127484296165
-0.1599946276144047,0.2745749502248667
-0.16007712311312244,0.27353472212709645
-0.16013080716047887,0.27249292840067935
-0.16016001273366764,0.27144981213575703
-0.16016872602930907,0.2704055763681578
-0.16016134601194268,0.26936071605377454
-0.16014207581254974,0.26831597562362675
-0.16011384541705606,0.2672722277883636
-0.16007741616627444,0.26623042885575243
-0.16003070102957376,0.2651917244126468
-0.1599686338439682,0.2641575909951226
-0.15988387122398756,0.2631299882038381
-0.15976792713430846,0.2621115646831255
-0.15961216523084015,0.26110583250485186
-0.1594086235585526,0.2601172645628258
-0.15915076960821464,0.2591513596204746
-0.1588339083918795,0.2582146587571517
-0.15845508382930412,0.25731462853585424
-0.15801272585033926,0.2564593882556816
-0.15750633218054436,0.2556573693829887
-0.15693631004135167,0.2549169743402225
-0.15630403792809108,0.25424618387539166
-0.1556121297094525,0.25365207686446345
-0.1548647324570824,0.25314037960597036
-0.1540676397866455,0.2527152101001919
-0.15322812951004416,0.25237904839964526
-0.15235459674606305,0.2521328310832677
-0.1514561181788204,0.25197607034094727
-0.1505420515536336,0.2519069718913596
-0.14962171013006206,0.25192256289068987
-0.14870410364517014,0.25201882693032146
-0.1477977233240924,0.25219082786187375
-0.14691036026272244,0.25243281602813944
-0.14604896246806068,0.25273833447972976
-0.1452195395885154,0.25310035308595996
-0.14442711572827785,0.25351144738329173
-0.143675720710307,0.2539640172769135
-0.14296840768616684,0.25445052263281087
-0.1423072898978742,0.2549637057722859
-0.14169359558674458,0.2554967747256527
-0.14112774242072143,0.2560435316702869
-0.14060943073235538,0.25659844325544595
-0.1401377509280329,0.2571566594776792
-0.1397112975234459,0.2577139933931249
