Y,Z
-0.198335349757774,0.281176022106516
-0.19821630658439518,0.2804358227235346
-0.19801940763893358,0.2793710781713325
-0.1977875524692138,0.27826104911369764
-0.1975429749064433,0.27716511388707693
-0.19728501495304915,0.27608661451615457
-0.19710122447875913,0.27500843372836553
-0.19698653899140656,0.2739268611938929
-0.19681474587316464,0.27286197487727176
-0.1965311178707163,0.2718324532485304
-0.19620095829638332,0.2708340164341881
-0.19592704077429618,0.269843717896429
-0.19569086575804012,0.2688638978669192
-0.19543276600302495,0.26790016935351124
-0.19515543498235505,0.2669346958620772
-0.1948750832640409,0.2659586639144046
-0.19460936796590594,0.26497364089674563
-0.19439031786310612,0.26398362644581297
-0.1941813914081534,0.2630004973465327
-0.1939249266768967,0.2620359049299508
-0.19363046146720161,0.261099029853778
-0.19332634379272828,0.26021253521198673
-0.19303055571077316,0.2593635876396476
-0.192760471933738,0.2584961566504382
-0.1924839792771776,0.25764675095591033
-0.19217164281927995,0.25686752432727655
-0.191884754607654,0.2560809545339541
-0.19163354542312963,0.2552241128470206
-0.19135877802989126,0.25438333840128563
-0.1910373072347035,0.25377970351191426
-0.19066593784074673,0.2536826074420897
-0.19024783692927405,0.25417239844416323
-0.189817029059727,0.2550704366762005
-0.18943472786252147,0.25615538475484606
-0.18912405451100112,0.2572986035539899
-0.18883648936520833,0.25843947556459473
-0.1885019698876186,0.2595463593752625
-0.1880890111814108,0.2606075054280869
-0.18761263606028428,0.26162770891197146
-0.18710254843655158,0.2626182273470983
-0.18658011328019758,0.26358761965138583
-0.1860542636103592,0.26453933279562786
-0.1855275319684806,0.26547451757567
-0.18500206702126704,0.2663959585169909
-0.18448148976711157,0.26730882196236444
-0.18396912522948738,0.2682179826971259
-0.18346649738323004,0.269126276324527
-0.18297302825757267,0.27003421178166054
-0.18248707628553315,0.2709411920538417
-0.18200765691709359,0.27184717139583325
-0.18153514740676846,0.27275314666613165
-0.18107084751658428,0.27366024686258145
-0.18061624754745373,0.27456863440536255
-0.18017237573948608,0.27547699234426243
-0.17973942172044607,0.2763822816829181
-0.17931687692125914,0.2772797387516922
-0.1789042440150616,0.2781631838317495
-0.17850194310692366,0.2790254655250669
-0.17811180131379753,0.2798589898318547
-0.1777368145661139,0.28065639390730546
-0.1773804063736969,0.2814112803995402
-0.17704564650498217,0.28211878909792343
-0.17673475642123931,0.28277583544796436
-0.17644896523635364,0.2833810185717456
