Y,Z
-0.221335527094652,0.279198255222961
-0.221971959371098,0.279171000746696
-0.222835702147132,0.279032743347932
-0.223672707741303,0.278757499620815
-0.224494457348093,0.278413916680841
-0.225240545580179,0.277909129959117
-0.225869823066104,0.277204487484959
-0.226465047586981,0.27641165899587
-0.22706013020169,0.275600817622576
-0.22762251667043,0.274774747871796
-0.228132750117109,0.273931683946932
-0.228585053374212,0.27307987450613
-0.228915704150571,0.272183412178838
-0.229176791090985,0.271240553896127
-0.229455303251419,0.270284409975124
-0.229684134294935,0.269309217727153
-0.22982958998594,0.268312512607037
-0.229890019954859,0.267299647615208
-0.229900111194556,0.266278151593363
-0.229901309479184,0.265254614416325
-0.229892839908694,0.26423496416914
-0.229819762116682,0.263242128819426
-0.229669351017186,0.262281324464979
-0.229508267751127,0.261324702388437
-0.229291096216958,0.260388698180535
-0.229004441306913,0.259471626963884
-0.228713704532079,0.258546401464963
-0.228446144184995,0.257610677450652
-0.228161961825858,0.256673163297534
-0.227799177537184,0.255771936815909
-0.227357316486865,0.254958608026154
-0.22683866790646,0.254230767019719
-0.226235380912415,0.253546380488137
-0.225522729851959,0.252928724531466
-0.224706484167747,0.252440301937726
-0.223785906959409,0.252150538207999
-0.222808947706009,0.2520082962046
-0.221852307318063,0.252043125033512
-0.220986119914241,0.252299427212718
-0.220172196301555,0.252643609609734
-0.219301461729482,0.252943700032784
-0.218413887304958,0.253296573582491
-0.217578512848748,0.253766928413984
-0.216812766825291,0.254335265565053
-0.21614282154182,0.254994961728651
-0.215589523879842,0.255730439629072
-0.215177073661751,0.256574875315386
-0.214872082951076,0.257501437543428
-0.214590406920067,0.258440664048997
-0.214329456609358,0.259390962368539
-0.214143318382977,0.260367841706974
-0.214032352079755,0.261364728007159
-0.213942724004158,0.26236670540877
-0.213832956721565,0.263363895807053
-0.213743913909253,0.264365974106831
-0.213707672493547,0.265380516833611
-0.213700661581324,0.266401959760131
-0.213700034689994,0.267424908208528
-0.21370002350787,0.268447991675289
-0.213700867608249,0.269470746866725
-0.213716140176526,0.270487542823682
-0.213795115672846,0.271477086935232
-0.213943040098814,0.272428636414655
-0.214117644684074,0.273336170652767
-0.214427223360666,0.274148302445471
-0.214977859603845,0.274810425705172
-0.215705949831492,0.275301519530767
-0.216431014289582,0.275753982939235
-0.217078098260699,0.276263246408556
-0.217739257410512,0.276738776629407
-0.21847996129177,0.27713675187557
-0.219318158070159,0.277460270233104
-0.220256579148192,0.277639368964786
-0.221252231360638,0.277691920435912
-0.222207582845552,0.277699500753451
-0.222863099815465,0.277699988792862
